Date,Age Group,Sex,Sinovac 1st dose,Sinovac 2nd dose,Sinovac 3rd dose,BioNTech 1st dose,BioNTech 2nd dose,BioNTech 3rd dose,Age Total,,,,Date,Day total,,,,Day Sum
24/4/2021,60-69,F,185,456,0,712,10,0,1363,,,,,,,,,
24/4/2021,60-69,M,209,709,0,715,16,0,1649,,,,,,,,,
24/4/2021,70-79,F,60,150,0,187,5,0,402,,,,,,,,,
24/4/2021,70-79,M,61,267,0,221,3,0,552,,,,,,,,,
24/4/2021,80 and above,F,16,39,0,43,1,0,99,,,,,,,,,
24/4/2021,80 and above,M,14,58,0,35,1,0,108,,,,,,,,,
25/4/2021,0-19,F,22,5,0,70,0,0,97,,,,,,,,,
25/4/2021,0-19,M,30,13,0,65,1,0,109,,,,,,,,,
25/4/2021,20-29,F,417,157,0,552,8,0,1134,,,,,,,,,
25/4/2021,20-29,M,475,354,0,357,6,0,1192,,,,,,,,,
25/4/2021,30-39,F,342,611,0,2179,11,0,3143,,,,,,,,,
25/4/2021,30-39,M,324,760,0,1124,11,0,2219,,,,,,,,,
25/4/2021,40-49,F,482,1118,0,1998,11,0,3609,,,,,,,,,
25/4/2021,40-49,M,437,1211,0,1196,24,0,2868,,,,,,,,,
25/4/2021,50-59,F,357,722,0,1086,12,0,2177,,,,,,,,,
25/4/2021,50-59,M,495,1378,0,1040,17,0,2930,,,,,,,,,
25/4/2021,60-69,F,85,311,0,385,7,0,788,,,,,,,,,
25/4/2021,60-69,M,146,630,0,449,15,0,1240,,,,,,,,,
25/4/2021,70-79,F,19,96,0,88,2,0,205,,,,,,,,,
25/4/2021,70-79,M,40,141,0,120,4,0,305,,,,,,,,,
25/4/2021,80 and above,F,2,24,0,15,0,0,41,,,,,,,,,
25/4/2021,80 and above,M,5,27,0,22,0,0,54,,,,,,,,,
26/4/2021,0-19,F,19,9,0,215,20,0,263,,,,,,,,,
26/4/2021,0-19,M,36,7,0,295,17,0,355,,,,,,,,,
26/4/2021,20-29,F,388,125,0,1983,78,0,2574,,,,,,,,,
26/4/2021,20-29,M,399,198,0,2415,72,0,3084,,,,,,,,,
26/4/2021,30-39,F,409,659,0,1301,507,0,2876,,,,,,,,,
26/4/2021,30-39,M,261,479,0,1027,336,0,2103,,,,,,,,,
26/4/2021,40-49,F,680,1186,0,1339,591,0,3796,,,,,,,,,
26/4/2021,40-49,M,366,786,0,1086,335,0,2573,,,,,,,,,
26/4/2021,50-59,F,582,967,0,942,351,0,2842,,,,,,,,,
26/4/2021,50-59,M,514,1131,0,933,316,0,2894,,,,,,,,,
26/4/2021,60-69,F,229,347,0,459,111,0,1146,,,,,,,,,
26/4/2021,60-69,M,289,563,0,526,106,0,1484,,,,,,,,,
26/4/2021,70-79,F,62,124,0,156,33,0,375,,,,,,,,,
26/4/2021,70-79,M,92,210,0,175,38,0,515,,,,,,,,,
26/4/2021,80 and above,F,10,22,0,31,9,0,72,,,,,,,,,
26/4/2021,80 and above,M,15,30,0,23,3,0,71,,,,,,,,,
27/4/2021,0-19,F,17,12,0,150,66,0,245,,,,,,,,,
27/4/2021,0-19,M,25,4,0,174,68,0,271,,,,,,,,,
27/4/2021,20-29,F,337,137,0,1032,209,0,1715,,,,,,,,,
27/4/2021,20-29,M,358,132,0,1150,172,0,1812,,,,,,,,,
27/4/2021,30-39,F,443,591,0,947,1077,0,3058,,,,,,,,,
27/4/2021,30-39,M,265,382,0,672,915,0,2234,,,,,,,,,
27/4/2021,40-49,F,746,966,0,1016,1162,0,3890,,,,,,,,,
27/4/2021,40-49,M,398,524,0,695,1027,0,2644,,,,,,,,,
27/4/2021,50-59,F,599,750,0,736,789,1,2875,,,,,,,,,
27/4/2021,50-59,M,496,809,0,617,850,0,2772,,,,,,,,,
27/4/2021,60-69,F,203,297,0,333,193,0,1026,,,,,,,,,
27/4/2021,60-69,M,245,423,0,370,220,0,1258,,,,,,,,,
27/4/2021,70-79,F,66,83,0,85,62,0,296,,,,,,,,,
27/4/2021,70-79,M,96,154,0,111,82,0,443,,,,,,,,,
27/4/2021,80 and above,F,17,20,0,15,15,0,67,,,,,,,,,
27/4/2021,80 and above,M,12,24,0,18,9,0,63,,,,,,,,,
28/4/2021,0-19,F,19,3,0,142,51,0,215,,,,,,,,,
28/4/2021,0-19,M,21,3,0,139,53,0,216,,,,,,,,,
28/4/2021,20-29,F,303,102,0,904,230,0,1539,,,,,,,,,
28/4/2021,20-29,M,295,140,0,938,212,0,1585,,,,,,,,,
28/4/2021,30-39,F,445,501,0,833,1157,0,2936,,,,,,,,,
28/4/2021,30-39,M,325,354,0,621,985,0,2285,,,,,,,,,
28/4/2021,40-49,F,866,919,0,952,1304,0,4041,,,,,,,,,
28/4/2021,40-49,M,473,542,0,604,1136,0,2755,,,,,,,,,
28/4/2021,50-59,F,634,801,0,652,891,0,2978,,,,,,,,,
28/4/2021,50-59,M,567,849,0,518,1007,0,2941,,,,,,,,,
28/4/2021,60-69,F,213,266,0,289,308,0,1076,,,,,,,,,
28/4/2021,60-69,M,322,406,0,316,367,0,1411,,,,,,,,,
28/4/2021,70-79,F,70,85,0,76,86,0,317,,,,,,,,,
28/4/2021,70-79,M,99,139,0,92,109,0,439,,,,,,,,,
28/4/2021,80 and above,F,13,19,0,16,23,0,71,,,,,,,,,
28/4/2021,80 and above,M,17,21,0,15,27,0,80,,,,,,,,,
29/4/2021,0-19,F,16,6,0,158,69,0,249,,,,,,,,,
29/4/2021,0-19,M,23,9,0,177,70,0,279,,,,,,,,,
29/4/2021,20-29,F,295,116,0,1015,286,0,1712,,,,,,,,,
29/4/2021,20-29,M,339,105,0,1016,279,0,1739,,,,,,,,,
29/4/2021,30-39,F,462,517,0,1006,1163,0,3148,,,,,,,,,
29/4/2021,30-39,M,322,307,0,729,921,0,2279,,,,,,,,,
29/4/2021,40-49,F,823,866,0,992,1332,0,4013,,,,,,,,,
29/4/2021,40-49,M,471,538,0,791,1131,0,2931,,,,,,,,,
29/4/2021,50-59,F,785,712,0,649,933,0,3079,,,,,,,,,
29/4/2021,50-59,M,623,800,0,569,951,0,2943,,,,,,,,,
29/4/2021,60-69,F,272,250,0,282,295,0,1099,,,,,,,,,
29/4/2021,60-69,M,344,368,0,330,373,0,1415,,,,,,,,,
29/4/2021,70-79,F,71,72,0,64,92,0,299,,,,,,,,,
29/4/2021,70-79,M,84,152,0,76,120,0,432,,,,,,,,,
29/4/2021,80 and above,F,15,15,0,17,18,0,65,,,,,,,,,
29/4/2021,80 and above,M,13,26,0,12,22,0,73,,,,,,,,,
30/4/2021,0-19,F,36,7,0,201,60,0,304,,,,,,,,,
30/4/2021,0-19,M,34,7,0,198,55,0,294,,,,,,,,,
30/4/2021,20-29,F,400,175,0,1217,349,0,2141,,,,,,,,,
30/4/2021,20-29,M,455,208,0,1260,265,0,2188,,,,,,,,,
30/4/2021,30-39,F,589,693,0,1874,1650,0,4806,,,,,,,,,
30/4/2021,30-39,M,432,410,0,1246,1303,0,3391,,,,,,,,,
30/4/2021,40-49,F,1119,1027,0,2032,1971,0,6149,,,,,,,,,
30/4/2021,40-49,M,652,651,0,1294,1546,0,4143,,,,,,,,,
30/4/2021,50-59,F,1005,917,0,1249,1346,0,4517,,,,,,,,,
30/4/2021,50-59,M,811,862,0,1005,1286,0,3964,,,,,,,,,
30/4/2021,60-69,F,352,261,0,476,477,0,1566,,,,,,,,,
30/4/2021,60-69,M,422,390,0,472,524,0,1808,,,,,,,,,
30/4/2021,70-79,F,76,67,0,106,122,0,371,,,,,,,,,
30/4/2021,70-79,M,108,104,0,114,133,0,459,,,,,,,,,
30/4/2021,80 and above,F,18,14,0,15,26,0,73,,,,,,,,,
30/4/2021,80 and above,M,21,27,0,18,31,0,97,,,,,,,,,
1/5/2021,0-19,F,24,5,0,254,79,0,362,,,,,,,,,
1/5/2021,0-19,M,31,11,0,330,85,0,457,,,,,,,,,
1/5/2021,20-29,F,455,138,0,1756,430,0,2779,,,,,,,,,
1/5/2021,20-29,M,450,157,0,1760,311,0,2678,,,,,,,,,
1/5/2021,30-39,F,474,597,0,2280,2596,0,5947,,,,,,,,,
1/5/2021,30-39,M,418,491,0,1460,1987,0,4356,,,,,,,,,
1/5/2021,40-49,F,683,799,0,2284,2880,0,6646,,,,,,,,,
1/5/2021,40-49,M,545,682,0,1516,2410,0,5153,,,,,,,,,
1/5/2021,50-59,F,484,693,0,1398,1760,0,4335,,,,,,,,,
1/5/2021,50-59,M,556,780,0,1251,1845,0,4432,,,,,,,,,
1/5/2021,60-69,F,122,147,0,474,488,0,1231,,,,,,,,,
1/5/2021,60-69,M,217,223,0,508,493,0,1441,,,,,,,,,
1/5/2021,70-79,F,38,36,0,95,158,0,327,,,,,,,,,
1/5/2021,70-79,M,35,62,0,125,140,0,362,,,,,,,,,
1/5/2021,80 and above,F,6,9,0,18,35,0,68,,,,,,,,,
1/5/2021,80 and above,M,6,8,0,26,26,0,66,,,,,,,,,
2/5/2021,0-19,F,14,6,0,194,69,0,283,,,,,,,,,
2/5/2021,0-19,M,25,16,0,236,89,0,366,,,,,,,,,
2/5/2021,20-29,F,369,125,0,1436,551,0,2481,,,,,,,,,
2/5/2021,20-29,M,398,251,0,1381,484,0,2514,,,,,,,,,
2/5/2021,30-39,F,492,524,0,1908,2615,0,5539,,,,,,,,,
2/5/2021,30-39,M,368,466,0,1158,2026,0,4018,,,,,,,,,
2/5/2021,40-49,F,628,668,0,1768,2962,0,6026,,,,,,,,,
2/5/2021,40-49,M,466,740,0,1139,2471,0,4816,,,,,,,,,
2/5/2021,50-59,F,407,549,0,912,1765,0,3633,,,,,,,,,
2/5/2021,50-59,M,519,880,0,843,2103,0,4345,,,,,,,,,
2/5/2021,60-69,F,101,96,0,286,595,0,1078,,,,,,,,,
2/5/2021,60-69,M,152,227,0,337,805,0,1521,,,,,,,,,
2/5/2021,70-79,F,22,28,0,66,200,0,316,,,,,,,,,
2/5/2021,70-79,M,27,42,0,54,302,0,425,,,,,,,,,
2/5/2021,80 and above,F,6,12,0,18,44,0,80,,,,,,,,,
2/5/2021,80 and above,M,6,5,0,14,52,0,77,,,,,,,,,
3/5/2021,0-19,F,26,3,0,143,77,0,249,,,,,,,,,
3/5/2021,0-19,M,27,6,0,143,62,0,238,,,,,,,,,
3/5/2021,20-29,F,414,66,0,1281,429,0,2190,,,,,,,,,
3/5/2021,20-29,M,383,88,0,1197,419,0,2087,,,,,,,,,
3/5/2021,30-39,F,874,291,0,2058,2125,0,5348,,,,,,,,,
3/5/2021,30-39,M,512,187,0,1342,1885,0,3926,,,,,,,,,
3/5/2021,40-49,F,1308,477,0,1934,2488,0,6207,,,,,,,,,
3/5/2021,40-49,M,652,304,0,1280,2229,0,4465,,,,,,,,,
3/5/2021,50-59,F,1003,322,0,1146,1612,0,4083,,,,,,,,,
3/5/2021,50-59,M,818,379,0,1010,1905,0,4112,,,,,,,,,
3/5/2021,60-69,F,312,128,0,453,665,0,1558,,,,,,,,,
3/5/2021,60-69,M,448,178,0,499,899,0,2024,,,,,,,,,
3/5/2021,70-79,F,93,29,0,108,208,0,438,,,,,,,,,
3/5/2021,70-79,M,110,53,0,134,322,0,619,,,,,,,,,
3/5/2021,80 and above,F,19,3,0,14,32,0,68,,,,,,,,,
3/5/2021,80 and above,M,27,10,0,22,52,0,111,,,,,,,,,
4/5/2021,0-19,F,27,10,0,111,53,0,201,,,,,,,,,
4/5/2021,0-19,M,38,6,0,116,66,0,226,,,,,,,,,
4/5/2021,20-29,F,330,84,0,1099,372,0,1885,,,,,,,,,
4/5/2021,20-29,M,340,93,0,905,349,0,1687,,,,,,,,,
4/5/2021,30-39,F,795,240,0,2211,1814,0,5060,,,,,,,,,
4/5/2021,30-39,M,383,174,0,999,1545,0,3101,,,,,,,,,
4/5/2021,40-49,F,1263,398,0,2173,2120,0,5954,,,,,,,,,
4/5/2021,40-49,M,584,248,0,985,1894,0,3711,,,,,,,,,
4/5/2021,50-59,F,883,285,0,1138,1436,0,3742,,,,,,,,,
4/5/2021,50-59,M,719,303,0,784,1612,0,3418,,,,,,,,,
4/5/2021,60-69,F,308,111,0,404,586,0,1409,,,,,,,,,
4/5/2021,60-69,M,428,139,0,359,758,0,1684,,,,,,,,,
4/5/2021,70-79,F,85,35,0,92,200,0,412,,,,,,,,,
4/5/2021,70-79,M,109,51,0,95,267,0,522,,,,,,,,,
4/5/2021,80 and above,F,13,8,0,14,41,0,76,,,,,,,,,
4/5/2021,80 and above,M,22,13,0,19,41,0,95,,,,,,,,,
5/5/2021,0-19,F,27,9,0,108,67,0,211,,,,,,,,,
5/5/2021,0-19,M,25,4,0,123,70,0,222,,,,,,,,,
5/5/2021,20-29,F,295,85,0,913,421,0,1714,,,,,,,,,
5/5/2021,20-29,M,251,78,0,724,365,0,1418,,,,,,,,,
5/5/2021,30-39,F,677,324,0,1882,1873,0,4756,,,,,,,,,
5/5/2021,30-39,M,353,204,0,844,1498,0,2899,,,,,,,,,
5/5/2021,40-49,F,1081,525,0,1794,1991,0,5391,,,,,,,,,
5/5/2021,40-49,M,529,306,0,857,1619,0,3311,,,,,,,,,
5/5/2021,50-59,F,823,403,0,1026,1279,0,3531,,,,,,,,,
5/5/2021,50-59,M,645,426,0,738,1320,0,3129,,,,,,,,,
5/5/2021,60-69,F,314,152,0,401,572,0,1439,,,,,,,,,
5/5/2021,60-69,M,391,206,0,382,659,0,1638,,,,,,,,,
5/5/2021,70-79,F,79,38,0,93,179,0,389,,,,,,,,,
5/5/2021,70-79,M,96,70,0,114,248,0,528,,,,,,,,,
5/5/2021,80 and above,F,18,18,0,17,43,0,96,,,,,,,,,
5/5/2021,80 and above,M,20,17,0,20,47,0,104,,,,,,,,,
6/5/2021,0-19,F,10,2,0,108,60,0,180,,,,,,,,,
6/5/2021,0-19,M,28,5,0,121,66,0,220,,,,,,,,,
6/5/2021,20-29,F,295,66,0,951,429,0,1741,,,,,,,,,
6/5/2021,20-29,M,249,93,0,830,411,0,1583,,,,,,,,,
6/5/2021,30-39,F,564,315,0,2083,1708,0,4670,,,,,,,,,
6/5/2021,30-39,M,316,167,0,948,1424,0,2855,,,,,,,,,
6/5/2021,40-49,F,982,578,0,1977,1946,0,5483,,,,,,,,,
6/5/2021,40-49,M,452,291,0,961,1551,0,3255,,,,,,,,,
6/5/2021,50-59,F,760,465,0,1010,1158,0,3393,,,,,,,,,
6/5/2021,50-59,M,581,409,0,744,1293,0,3027,,,,,,,,,
6/5/2021,60-69,F,300,182,0,364,521,0,1367,,,,,,,,,
6/5/2021,60-69,M,340,247,0,386,590,0,1563,,,,,,,,,
6/5/2021,70-79,F,78,52,0,82,188,0,400,,,,,,,,,
6/5/2021,70-79,M,94,86,0,99,231,0,510,,,,,,,,,
6/5/2021,80 and above,F,21,14,0,17,30,0,82,,,,,,,,,
6/5/2021,80 and above,M,35,16,0,11,50,0,112,,,,,,,,,
7/5/2021,0-19,F,23,5,0,142,91,0,261,,,,,,,,,
7/5/2021,0-19,M,23,4,0,171,83,0,281,,,,,,,,,
7/5/2021,20-29,F,343,121,0,1052,603,0,2119,,,,,,,,,
7/5/2021,20-29,M,264,114,0,781,483,0,1642,,,,,,,,,
7/5/2021,30-39,F,670,405,0,2295,2580,0,5950,,,,,,,,,
7/5/2021,30-39,M,337,250,0,1011,2022,0,3620,,,,,,,,,
7/5/2021,40-49,F,1026,635,0,2200,3026,0,6887,,,,,,,,,
7/5/2021,40-49,M,463,337,0,1018,2345,0,4163,,,,,,,,,
7/5/2021,50-59,F,793,593,0,1235,1947,0,4568,,,,,,,,,
7/5/2021,50-59,M,620,451,0,826,1910,0,3807,,,,,,,,,
7/5/2021,60-69,F,302,193,0,447,879,0,1821,,,,,,,,,
7/5/2021,60-69,M,330,256,0,359,997,0,1942,,,,,,,,,
7/5/2021,70-79,F,74,60,0,86,234,0,454,,,,,,,,,
7/5/2021,70-79,M,88,82,0,102,331,0,603,,,,,,,,,
7/5/2021,80 and above,F,12,12,0,12,50,0,86,,,,,,,,,
7/5/2021,80 and above,M,19,13,0,20,53,0,105,,,,,,,,,
8/5/2021,0-19,F,30,7,0,182,93,0,312,,,,,,,,,
8/5/2021,0-19,M,53,12,0,177,83,0,325,,,,,,,,,
8/5/2021,20-29,F,413,149,0,1294,735,0,2591,,,,,,,,,
8/5/2021,20-29,M,359,145,0,917,546,0,1967,,,,,,,,,
8/5/2021,30-39,F,612,510,0,2531,3505,0,7158,,,,,,,,,
8/5/2021,30-39,M,361,311,0,1038,2398,0,4108,,,,,,,,,
8/5/2021,40-49,F,882,701,0,2276,3810,0,7669,,,,,,,,,
8/5/2021,40-49,M,470,445,0,1007,2692,0,4614,,,,,,,,,
8/5/2021,50-59,F,637,583,0,1166,2245,0,4631,,,,,,,,,
8/5/2021,50-59,M,539,593,0,821,2149,0,4102,,,,,,,,,
8/5/2021,60-69,F,190,153,0,358,921,0,1622,,,,,,,,,
8/5/2021,60-69,M,235,219,0,306,1041,0,1801,,,,,,,,,
8/5/2021,70-79,F,44,63,0,72,268,0,447,,,,,,,,,
8/5/2021,70-79,M,67,66,0,72,338,0,543,,,,,,,,,
8/5/2021,80 and above,F,8,16,0,14,56,0,94,,,,,,,,,
8/5/2021,80 and above,M,8,20,0,15,63,0,106,,,,,,,,,
9/5/2021,0-19,F,24,9,0,144,73,0,250,,,,,,,,,
9/5/2021,0-19,M,27,12,0,162,64,0,265,,,,,,,,,
9/5/2021,20-29,F,265,98,0,1323,709,0,2395,,,,,,,,,
9/5/2021,20-29,M,351,197,0,799,622,0,1969,,,,,,,,,
9/5/2021,30-39,F,496,378,0,3161,3229,0,7264,,,,,,,,,
9/5/2021,30-39,M,367,341,0,859,2078,0,3645,,,,,,,,,
9/5/2021,40-49,F,628,525,0,2460,3102,0,6715,,,,,,,,,
9/5/2021,40-49,M,528,523,0,869,2297,0,4217,,,,,,,,,
9/5/2021,50-59,F,326,359,0,980,1832,0,3497,,,,,,,,,
9/5/2021,50-59,M,465,517,0,748,1974,0,3704,,,,,,,,,
9/5/2021,60-69,F,88,80,0,231,681,0,1080,,,,,,,,,
9/5/2021,60-69,M,177,172,0,275,805,0,1429,,,,,,,,,
9/5/2021,70-79,F,22,25,0,64,179,0,290,,,,,,,,,
9/5/2021,70-79,M,16,34,0,59,263,0,372,,,,,,,,,
9/5/2021,80 and above,F,3,6,0,8,46,0,63,,,,,,,,,
9/5/2021,80 and above,M,3,6,0,13,42,0,64,,,,,,,,,
10/5/2021,0-19,F,27,1,0,146,64,0,238,,,,,,,,,
10/5/2021,0-19,M,27,7,0,167,91,0,292,,,,,,,,,
10/5/2021,20-29,F,254,65,0,976,608,0,1903,,,,,,,,,
10/5/2021,20-29,M,259,81,0,884,566,0,1790,,,,,,,,,
10/5/2021,30-39,F,531,338,0,1803,2342,0,5014,,,,,,,,,
10/5/2021,30-39,M,324,206,0,1064,2082,0,3676,,,,,,,,,
10/5/2021,40-49,F,942,607,0,1779,2577,0,5905,,,,,,,,,
10/5/2021,40-49,M,463,303,0,1013,2151,0,3930,,,,,,,,,
10/5/2021,50-59,F,678,453,0,962,1663,0,3756,,,,,,,,,
10/5/2021,50-59,M,587,427,0,893,1765,0,3672,,,,,,,,,
10/5/2021,60-69,F,240,185,0,488,745,0,1658,,,,,,,,,
10/5/2021,60-69,M,365,248,0,394,825,0,1832,,,,,,,,,
10/5/2021,70-79,F,66,56,0,121,211,0,454,,,,,,,,,
10/5/2021,70-79,M,89,86,0,139,279,0,593,,,,,,,,,
10/5/2021,80 and above,F,16,10,0,17,31,0,74,,,,,,,,,
10/5/2021,80 and above,M,9,22,0,20,49,0,100,,,,,,,,,
11/5/2021,0-19,F,26,7,0,135,70,0,238,,,,,,,,,
11/5/2021,0-19,M,21,4,0,132,63,0,220,,,,,,,,,
11/5/2021,20-29,F,200,87,0,790,420,0,1497,,,,,,,,,
11/5/2021,20-29,M,206,107,0,631,390,0,1334,,,,,,,,,
11/5/2021,30-39,F,456,374,0,1616,1784,0,4230,,,,,,,,,
11/5/2021,30-39,M,280,227,0,766,1435,0,2708,,,,,,,,,
11/5/2021,40-49,F,775,609,0,1612,1937,0,4933,,,,,,,,,
11/5/2021,40-49,M,367,332,0,749,1579,0,3027,,,,,,,,,
11/5/2021,50-59,F,624,575,0,988,1294,0,3481,,,,,,,,,
11/5/2021,50-59,M,493,454,0,652,1217,0,2816,,,,,,,,,
11/5/2021,60-69,F,242,204,0,414,560,0,1420,,,,,,,,,
11/5/2021,60-69,M,306,269,0,358,632,0,1565,,,,,,,,,
11/5/2021,70-79,F,70,69,0,79,143,0,361,,,,,,,,,
11/5/2021,70-79,M,74,110,0,91,232,0,507,,,,,,,,,
11/5/2021,80 and above,F,7,12,0,22,37,0,78,,,,,,,,,
11/5/2021,80 and above,M,19,20,0,22,34,0,95,,,,,,,,,
12/5/2021,0-19,F,25,4,0,137,46,0,212,,,,,,,,,
12/5/2021,0-19,M,33,10,0,121,59,0,223,,,,,,,,,
12/5/2021,20-29,F,216,81,0,782,393,0,1472,,,,,,,,,
12/5/2021,20-29,M,214,113,0,584,333,0,1244,,,,,,,,,
12/5/2021,30-39,F,439,342,0,1338,1688,0,3807,,,,,,,,,
12/5/2021,30-39,M,233,208,0,736,1243,0,2420,,,,,,,,,
12/5/2021,40-49,F,763,657,0,1284,1813,0,4517,,,,,,,,,
12/5/2021,40-49,M,363,373,0,645,1317,0,2698,,,,,,,,,
12/5/2021,50-59,F,526,516,0,782,1178,0,3002,,,,,,,,,
12/5/2021,50-59,M,445,457,0,556,1095,0,2553,,,,,,,,,
12/5/2021,60-69,F,209,194,0,330,558,0,1291,,,,,,,,,
12/5/2021,60-69,M,252,325,0,294,563,0,1434,,,,,,,,,
12/5/2021,70-79,F,60,56,0,95,143,0,354,,,,,,,,,
12/5/2021,70-79,M,71,87,0,82,192,0,432,,,,,,,,,
12/5/2021,80 and above,F,10,16,0,19,25,0,70,,,,,,,,,
12/5/2021,80 and above,M,7,13,0,16,24,0,60,,,,,,,,,
13/5/2021,0-19,F,26,5,0,133,55,0,219,,,,,,,,,
13/5/2021,0-19,M,21,6,0,132,52,0,211,,,,,,,,,
13/5/2021,20-29,F,229,89,0,800,405,0,1523,,,,,,,,,
13/5/2021,20-29,M,211,110,0,599,313,0,1233,,,,,,,,,
13/5/2021,30-39,F,408,372,0,1274,1688,0,3742,,,,,,,,,
13/5/2021,30-39,M,233,219,0,735,1224,0,2411,,,,,,,,,
13/5/2021,40-49,F,669,710,0,1212,1866,0,4457,,,,,,,,,
13/5/2021,40-49,M,304,352,0,707,1316,0,2679,,,,,,,,,
13/5/2021,50-59,F,503,558,0,766,1134,0,2961,,,,,,,,,
13/5/2021,50-59,M,411,516,0,528,1091,0,2546,,,,,,,,,
13/5/2021,60-69,F,210,256,0,303,548,0,1317,,,,,,,,,
13/5/2021,60-69,M,253,343,0,289,561,0,1446,,,,,,,,,
13/5/2021,70-79,F,55,76,0,74,178,0,383,,,,,,,,,
13/5/2021,70-79,M,75,110,0,71,211,0,467,,,,,,,,,
13/5/2021,80 and above,F,17,11,0,16,33,0,77,,,,,,,,,
13/5/2021,80 and above,M,17,24,0,21,44,0,106,,,,,,,,,
14/5/2021,0-19,F,43,7,0,208,61,0,319,,,,,,,,,
14/5/2021,0-19,M,45,3,0,218,83,0,349,,,,,,,,,
14/5/2021,20-29,F,354,114,0,1075,492,0,2035,,,,,,,,,
14/5/2021,20-29,M,279,114,0,785,382,0,1560,,,,,,,,,
14/5/2021,30-39,F,486,486,0,1725,1977,0,4674,,,,,,,,,
14/5/2021,30-39,M,237,266,0,896,1389,0,2788,,,,,,,,,
14/5/2021,40-49,F,772,814,0,1859,2402,0,5847,,,,,,,,,
14/5/2021,40-49,M,344,424,0,944,1741,0,3453,,,,,,,,,
14/5/2021,50-59,F,605,677,0,1063,1507,0,3852,,,,,,,,,
14/5/2021,50-59,M,492,603,0,747,1246,0,3088,,,,,,,,,
14/5/2021,60-69,F,242,297,0,382,590,0,1511,,,,,,,,,
14/5/2021,60-69,M,242,374,0,302,607,0,1525,,,,,,,,,
14/5/2021,70-79,F,60,73,0,68,144,0,345,,,,,,,,,
14/5/2021,70-79,M,73,124,0,80,197,0,474,,,,,,,,,
14/5/2021,80 and above,F,13,15,0,13,29,0,70,,,,,,,,,
14/5/2021,80 and above,M,12,31,0,11,38,0,92,,,,,,,,,
15/5/2021,0-19,F,44,5,0,265,92,0,406,,,,,,,,,
15/5/2021,0-19,M,35,5,0,252,91,0,383,,,,,,,,,
15/5/2021,20-29,F,322,146,0,1237,663,0,2368,,,,,,,,,
15/5/2021,20-29,M,324,157,0,896,465,0,1842,,,,,,,,,
15/5/2021,30-39,F,468,464,0,2288,3160,0,6380,,,,,,,,,
15/5/2021,30-39,M,335,319,0,1007,1883,0,3544,,,,,,,,,
15/5/2021,40-49,F,677,833,0,2075,3303,0,6888,,,,,,,,,
15/5/2021,40-49,M,442,509,0,964,2165,0,4080,,,,,,,,,
15/5/2021,50-59,F,532,615,0,1153,1952,0,4252,,,,,,,,,
15/5/2021,50-59,M,510,590,0,783,1682,0,3565,,,,,,,,,
15/5/2021,60-69,F,173,232,0,297,732,0,1434,,,,,,,,,
15/5/2021,60-69,M,212,282,0,293,745,0,1532,,,,,,,,,
15/5/2021,70-79,F,57,51,0,88,191,0,387,,,,,,,,,
15/5/2021,70-79,M,49,73,0,84,224,0,430,,,,,,,,,
15/5/2021,80 and above,F,6,18,0,13,36,0,73,,,,,,,,,
15/5/2021,80 and above,M,10,15,0,12,31,0,68,,,,,,,,,
16/5/2021,0-19,F,38,1,0,206,80,0,325,,,,,,,,,
16/5/2021,0-19,M,31,6,0,250,69,0,356,,,,,,,,,
16/5/2021,20-29,F,240,96,0,1129,560,0,2025,,,,,,,,,
16/5/2021,20-29,M,364,207,0,822,388,0,1781,,,,,,,,,
16/5/2021,30-39,F,349,392,0,2216,2184,0,5141,,,,,,,,,
16/5/2021,30-39,M,336,397,0,905,1240,0,2878,,,,,,,,,
16/5/2021,40-49,F,490,597,0,1852,2004,0,4943,,,,,,,,,
16/5/2021,40-49,M,451,605,0,918,1288,0,3262,,,,,,,,,
16/5/2021,50-59,F,299,441,0,902,1092,0,2734,,,,,,,,,
16/5/2021,50-59,M,486,589,0,672,1075,0,2822,,,,,,,,,
16/5/2021,60-69,F,90,132,0,233,388,0,843,,,,,,,,,
16/5/2021,60-69,M,180,241,0,248,491,0,1160,,,,,,,,,
16/5/2021,70-79,F,17,33,0,58,99,0,207,,,,,,,,,
16/5/2021,70-79,M,26,46,0,60,133,0,265,,,,,,,,,
16/5/2021,80 and above,F,6,7,0,10,19,0,42,,,,,,,,,
16/5/2021,80 and above,M,2,7,0,10,26,0,45,,,,,,,,,
17/5/2021,0-19,F,47,3,0,203,150,0,403,,,,,,,,,
17/5/2021,0-19,M,40,5,0,193,214,0,452,,,,,,,,,
17/5/2021,20-29,F,239,82,0,792,1444,0,2557,,,,,,,,,
17/5/2021,20-29,M,270,139,0,761,1870,0,3040,,,,,,,,,
17/5/2021,30-39,F,512,420,0,1148,1353,0,3433,,,,,,,,,
17/5/2021,30-39,M,315,328,0,792,1096,0,2531,,,,,,,,,
17/5/2021,40-49,F,758,863,0,1133,1326,0,4080,,,,,,,,,
17/5/2021,40-49,M,432,479,0,789,1158,0,2858,,,,,,,,,
17/5/2021,50-59,F,602,813,0,768,958,0,3141,,,,,,,,,
17/5/2021,50-59,M,511,630,0,640,939,0,2720,,,,,,,,,
17/5/2021,60-69,F,261,316,0,348,468,0,1393,,,,,,,,,
17/5/2021,60-69,M,290,400,0,307,547,0,1544,,,,,,,,,
17/5/2021,70-79,F,72,83,0,97,164,0,416,,,,,,,,,
